Users_UserPrincipalName	 AccountSkuId	 ServicePlan	?ServiceStatus	?GroupsAssigningLicense
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	YAMMER_ENTERPRISE	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	WHITEBOARD_PLAN3	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	BPOS_S_TODO_3	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SWAY	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MCOSTANDARD	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SHAREPOINTENTERPRISE	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	POWERAPPS_O365_P3	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	BI_AZURE_P2	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MCOEV	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SHAREPOINTWAC	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	OFFICESUBSCRIPTION	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PAM_ENTERPRISE	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	THREAT_INTELLIGENCE	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ATP_ENTERPRISE	PendingProvisioning	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ADALLOM_S_O365	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EQUIVIO_ANALYTICS	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INTUNE_O365	PendingActivation	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	TEAMS1	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	STREAM_O365_E5	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Deskless	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PROJECTWORKMANAGEMENT	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCHANGE_ANALYTICS	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INTUNE_A	PendingInput	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	FORMS_PLAN_E5	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ADALLOM_S_STANDALONE	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MFA_PREMIUM	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_ENTERPRISE	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_CLP1	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_CLP2	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	FLOW_O365_P3	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCHANGE_S_ENTERPRISE	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	LOCKBOX_ENTERPRISE	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_PREMIUM2	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_PREMIUM	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ATA	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	AAD_PREMIUM_P2	Success	
GradyA@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	AAD_PREMIUM	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Nucleus	PendingProvisioning	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_Exchange	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFT_COMMUNICATION_COMPLIANCE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	GRAPH_CONNECTORS_SEARCH_INDEX	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Content_Explorer	PendingProvisioning	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	POWER_VIRTUAL_AGENTS_O365_P3	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	CDS_O365_P3	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PROJECT_O365_P3	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INSIDER_RISK	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCEL_PREMIUM	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MTP	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFT_SEARCH	PendingProvisioning	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	DYN365_CDS_O365_P3	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFTBOOKINGS	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RECORDS_MANAGEMENT	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ML_CLASSIFICATION	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INSIDER_RISK_MANAGEMENT	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INFO_GOVERNANCE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	DATA_INVESTIGATIONS	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	CUSTOMER_KEY	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	COMMUNICATIONS_DLP	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	COMMUNICATIONS_COMPLIANCE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SAFEDOCS	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	M365_ADVANCED_AUDITING	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	YAMMER_ENTERPRISE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	WHITEBOARD_PLAN3	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	BPOS_S_TODO_3	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SWAY	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MCOSTANDARD	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SHAREPOINTENTERPRISE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	POWERAPPS_O365_P3	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	BI_AZURE_P2	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MCOEV	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SHAREPOINTWAC	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	OFFICESUBSCRIPTION	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PAM_ENTERPRISE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	THREAT_INTELLIGENCE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ATP_ENTERPRISE	PendingProvisioning	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ADALLOM_S_O365	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EQUIVIO_ANALYTICS	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INTUNE_O365	PendingActivation	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	TEAMS1	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	STREAM_O365_E5	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Deskless	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PROJECTWORKMANAGEMENT	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCHANGE_ANALYTICS	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INTUNE_A	PendingInput	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	FORMS_PLAN_E5	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ADALLOM_S_STANDALONE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MFA_PREMIUM	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_ENTERPRISE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_CLP1	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_CLP2	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	FLOW_O365_P3	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCHANGE_S_ENTERPRISE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	LOCKBOX_ENTERPRISE	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_PREMIUM2	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_PREMIUM	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ATA	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	AAD_PREMIUM_P2	Success	
IsaiahL@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	AAD_PREMIUM	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Nucleus	PendingProvisioning	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_Exchange	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFT_COMMUNICATION_COMPLIANCE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	GRAPH_CONNECTORS_SEARCH_INDEX	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Content_Explorer	PendingProvisioning	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	POWER_VIRTUAL_AGENTS_O365_P3	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	CDS_O365_P3	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PROJECT_O365_P3	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INSIDER_RISK	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCEL_PREMIUM	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MTP	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFT_SEARCH	PendingProvisioning	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	DYN365_CDS_O365_P3	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFTBOOKINGS	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RECORDS_MANAGEMENT	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ML_CLASSIFICATION	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INSIDER_RISK_MANAGEMENT	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INFO_GOVERNANCE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	DATA_INVESTIGATIONS	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	CUSTOMER_KEY	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	COMMUNICATIONS_DLP	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	COMMUNICATIONS_COMPLIANCE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SAFEDOCS	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	M365_ADVANCED_AUDITING	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	YAMMER_ENTERPRISE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	WHITEBOARD_PLAN3	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	BPOS_S_TODO_3	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SWAY	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MCOSTANDARD	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SHAREPOINTENTERPRISE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	POWERAPPS_O365_P3	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	BI_AZURE_P2	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MCOEV	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SHAREPOINTWAC	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	OFFICESUBSCRIPTION	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PAM_ENTERPRISE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	THREAT_INTELLIGENCE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ATP_ENTERPRISE	PendingProvisioning	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ADALLOM_S_O365	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EQUIVIO_ANALYTICS	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INTUNE_O365	PendingActivation	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	TEAMS1	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	STREAM_O365_E5	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Deskless	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PROJECTWORKMANAGEMENT	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCHANGE_ANALYTICS	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INTUNE_A	PendingInput	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	FORMS_PLAN_E5	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ADALLOM_S_STANDALONE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MFA_PREMIUM	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_ENTERPRISE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_CLP1	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_CLP2	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	FLOW_O365_P3	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCHANGE_S_ENTERPRISE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	LOCKBOX_ENTERPRISE	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_PREMIUM2	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RMS_S_PREMIUM	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ATA	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	AAD_PREMIUM_P2	Success	
PradeepG@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	AAD_PREMIUM	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Nucleus	PendingProvisioning	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MIP_S_Exchange	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFT_COMMUNICATION_COMPLIANCE	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	GRAPH_CONNECTORS_SEARCH_INDEX	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Content_Explorer	PendingProvisioning	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	POWER_VIRTUAL_AGENTS_O365_P3	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	CDS_O365_P3	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PROJECT_O365_P3	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INSIDER_RISK	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCEL_PREMIUM	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MTP	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFT_SEARCH	PendingProvisioning	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	DYN365_CDS_O365_P3	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MICROSOFTBOOKINGS	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	RECORDS_MANAGEMENT	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INSIDER_RISK_MANAGEMENT	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INFO_GOVERNANCE	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	DATA_INVESTIGATIONS	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	CUSTOMER_KEY	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	COMMUNICATIONS_DLP	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	COMMUNICATIONS_COMPLIANCE	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SAFEDOCS	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	M365_ADVANCED_AUDITING	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	YAMMER_ENTERPRISE	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	WHITEBOARD_PLAN3	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	BPOS_S_TODO_3	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SWAY	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MCOSTANDARD	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SHAREPOINTENTERPRISE	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	POWERAPPS_O365_P3	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	BI_AZURE_P2	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MCOEV	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	SHAREPOINTWAC	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	OFFICESUBSCRIPTION	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PAM_ENTERPRISE	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	THREAT_INTELLIGENCE	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ATP_ENTERPRISE	PendingProvisioning	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ADALLOM_S_O365	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EQUIVIO_ANALYTICS	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INTUNE_O365	PendingActivation	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	TEAMS1	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	STREAM_O365_E5	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	Deskless	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	PROJECTWORKMANAGEMENT	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	EXCHANGE_ANALYTICS	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	INTUNE_A	PendingInput	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	FORMS_PLAN_E5	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	ADALLOM_S_STANDALONE	Success	
HenriettaM@oncanyas.onmicrosoft.com	oncanyas:DEVELOPERPACK_E5	MFA_PREMIUM	Success	
